,CASEOID,ACTIVITYOID,TIMESTAMP,Variant,Variant index,CASE_ID,Activity
1297,723,1,2011-12-20 18:49:57,Variant 1,1,723,1
1298,723,8,2011-12-20 20:37:14,Variant 1,1,723,8
1299,723,6,2011-12-20 20:43:09,Variant 1,1,723,6
1300,724,1,2011-11-24 17:48:59,Variant 1,1,724,1
1301,724,8,2011-11-29 20:55:52,Variant 1,1,724,8
1302,724,6,2011-12-01 17:56:02,Variant 1,1,724,6
1303,725,1,2011-01-10 18:08:37,Variant 19,19,725,1
1304,725,1,2011-01-11 00:19:52,Variant 19,19,725,1
1305,725,1,2011-01-13 00:58:03,Variant 19,19,725,1
1306,725,8,2011-01-13 00:58:14,Variant 19,19,725,8
1307,725,6,2011-01-13 22:45:11,Variant 19,19,725,6
1308,726,1,2011-10-11 18:28:46,Variant 1,1,726,1
1309,726,8,2011-10-12 23:08:05,Variant 1,1,726,8
1310,726,6,2011-10-12 23:22:23,Variant 1,1,726,6
1311,729,1,2011-05-27 17:23:42,Variant 1,1,729,1
1312,729,8,2011-06-10 00:06:40,Variant 1,1,729,8
1313,729,6,2011-06-10 21:56:43,Variant 1,1,729,6
1314,730,1,2011-05-05 23:58:43,Variant 3,3,730,1
1315,730,8,2011-05-05 23:59:14,Variant 3,3,730,8
1316,730,9,2011-05-06 21:33:21,Variant 3,3,730,9
1317,730,8,2011-06-09 23:24:23,Variant 3,3,730,8
1318,730,6,2011-06-09 23:24:36,Variant 3,3,730,6
1319,731,1,2012-02-08 17:45:15,Variant 10,10,731,1
1320,731,8,2012-02-08 17:46:12,Variant 10,10,731,8
1321,731,8,2012-02-08 17:50:55,Variant 10,10,731,8
1322,731,6,2012-02-08 18:04:47,Variant 10,10,731,6
1323,733,1,2012-02-01 22:17:35,Variant 1,1,733,1
1324,733,8,2012-02-02 22:43:52,Variant 1,1,733,8
1325,733,6,2012-02-08 23:25:08,Variant 1,1,733,6
1326,736,1,2012-01-11 01:22:31,Variant 1,1,736,1
1327,736,8,2012-01-17 01:49:43,Variant 1,1,736,8
1328,736,6,2012-01-17 20:55:34,Variant 1,1,736,6
1329,737,1,2011-09-28 20:08:34,Variant 1,1,737,1
1330,737,8,2011-09-28 21:51:37,Variant 1,1,737,8
1331,737,6,2011-09-30 00:34:20,Variant 1,1,737,6
1332,738,1,2012-04-19 18:11:09,Variant 5,5,738,1
1333,738,1,2012-04-19 21:38:11,Variant 5,5,738,1
1334,738,8,2012-04-19 21:38:20,Variant 5,5,738,8
1335,738,6,2012-04-27 16:32:07,Variant 5,5,738,6
1336,739,1,2011-09-28 15:12:44,Variant 1,1,739,1
1337,739,8,2011-09-28 16:28:27,Variant 1,1,739,8
1338,739,6,2011-09-28 23:53:27,Variant 1,1,739,6
1339,740,1,2011-05-26 16:10:00,Variant 1,1,740,1
1340,740,8,2011-05-26 16:10:21,Variant 1,1,740,8
1341,740,6,2011-05-26 17:28:15,Variant 1,1,740,6
1342,742,1,2011-11-16 19:53:41,Variant 4,4,742,1
1343,742,6,2011-11-18 00:43:26,Variant 4,4,742,6
1344,743,1,2012-01-12 23:19:54,Variant 6,6,743,1
1345,743,8,2012-01-13 01:58:23,Variant 6,6,743,8
1346,743,6,2012-01-13 18:50:13,Variant 6,6,743,6
1347,743,6,2012-01-13 18:50:13,Variant 6,6,743,6
1348,744,1,2011-08-30 22:08:50,Variant 2,2,744,1
1349,744,8,2011-08-31 17:55:37,Variant 2,2,744,8
1350,744,9,2011-09-15 21:54:02,Variant 2,2,744,9
1351,744,6,2011-09-22 20:34:45,Variant 2,2,744,6
1352,745,1,2012-01-04 01:07:37,Variant 1,1,745,1
1353,745,8,2012-01-04 19:29:40,Variant 1,1,745,8
1354,745,6,2012-01-04 19:47:56,Variant 1,1,745,6
1355,746,1,2012-01-17 18:46:11,Variant 1,1,746,1
1356,746,8,2012-01-17 20:39:18,Variant 1,1,746,8
1357,746,6,2012-01-31 01:03:09,Variant 1,1,746,6
1358,748,1,2011-05-31 22:03:05,Variant 3,3,748,1
1359,748,8,2011-05-31 22:03:15,Variant 3,3,748,8
1360,748,9,2011-06-15 16:03:55,Variant 3,3,748,9
1361,748,8,2011-06-21 23:31:03,Variant 3,3,748,8
1362,748,6,2011-06-21 23:35:58,Variant 3,3,748,6
1363,749,1,2012-05-18 23:27:42,Variant 25,25,749,1
1364,749,8,2012-05-18 23:27:52,Variant 25,25,749,8
1365,749,9,2012-05-30 22:50:55,Variant 25,25,749,9
1366,749,6,2012-05-31 15:50:25,Variant 25,25,749,6
1367,749,6,2012-05-31 15:50:27,Variant 25,25,749,6
1368,750,1,2011-01-04 17:53:30,Variant 5,5,750,1
1369,750,1,2011-01-12 00:13:25,Variant 5,5,750,1
1370,750,8,2011-01-21 23:23:17,Variant 5,5,750,8
1371,750,6,2011-01-21 23:23:23,Variant 5,5,750,6
1372,751,3,2011-06-24 23:24:10,Variant 33,33,751,3
1373,751,1,2011-06-28 17:31:25,Variant 33,33,751,1
1374,751,1,2011-06-28 17:31:26,Variant 33,33,751,1
1375,751,8,2011-06-28 20:49:33,Variant 33,33,751,8
1376,751,6,2011-06-28 21:34:37,Variant 33,33,751,6
1377,752,1,2012-04-26 20:46:58,Variant 1,1,752,1
1378,752,8,2012-04-26 21:03:20,Variant 1,1,752,8
1379,752,6,2012-05-11 23:42:41,Variant 1,1,752,6
1380,753,1,2011-11-23 20:31:14,Variant 1,1,753,1
1381,753,8,2011-11-23 20:32:01,Variant 1,1,753,8
1382,753,6,2011-11-23 22:13:50,Variant 1,1,753,6
1383,754,1,2011-12-14 22:18:21,Variant 3,3,754,1
1384,754,8,2011-12-16 18:08:43,Variant 3,3,754,8
1385,754,9,2011-12-16 18:38:42,Variant 3,3,754,9
1386,754,8,2011-12-24 00:56:44,Variant 3,3,754,8
1387,754,6,2012-01-11 23:45:19,Variant 3,3,754,6
1388,756,1,2012-01-17 19:24:07,Variant 1,1,756,1
1389,756,8,2012-01-17 20:47:32,Variant 1,1,756,8
1390,756,6,2012-01-18 18:31:15,Variant 1,1,756,6
1391,758,1,2011-11-16 20:05:40,Variant 2,2,758,1
1392,758,8,2011-11-17 01:07:45,Variant 2,2,758,8
1393,758,9,2011-11-21 18:41:10,Variant 2,2,758,9
1394,758,6,2011-12-02 22:31:44,Variant 2,2,758,6
1395,760,1,2012-01-16 23:05:59,Variant 1,1,760,1
1396,760,8,2012-01-23 20:59:24,Variant 1,1,760,8
1397,760,6,2012-01-27 19:16:12,Variant 1,1,760,6
1398,761,1,2011-08-12 22:34:43,Variant 1,1,761,1
1399,761,8,2011-08-29 18:16:10,Variant 1,1,761,8
1400,761,6,2011-08-29 18:17:20,Variant 1,1,761,6
1401,762,1,2011-11-11 01:56:38,Variant 1,1,762,1
1402,762,8,2011-11-11 20:07:07,Variant 1,1,762,8
1403,762,6,2011-11-16 18:25:50,Variant 1,1,762,6
1404,763,1,2011-10-05 18:03:43,Variant 1,1,763,1
1405,763,8,2011-10-07 20:38:31,Variant 1,1,763,8
1406,763,6,2011-10-10 16:43:13,Variant 1,1,763,6
1407,764,1,2011-11-24 19:09:21,Variant 1,1,764,1
1408,764,8,2011-11-24 23:20:25,Variant 1,1,764,8
1409,764,6,2011-11-24 23:23:50,Variant 1,1,764,6
1410,766,1,2012-02-17 01:49:17,Variant 1,1,766,1
1411,766,8,2012-02-23 02:14:56,Variant 1,1,766,8
1412,766,6,2012-02-28 19:24:47,Variant 1,1,766,6
1413,767,1,2012-02-22 23:21:08,Variant 1,1,767,1
1414,767,8,2012-02-23 20:37:08,Variant 1,1,767,8
1415,767,6,2012-02-27 18:17:35,Variant 1,1,767,6
1416,770,1,2012-01-31 18:02:08,Variant 2,2,770,1
1417,770,8,2012-01-31 18:03:04,Variant 2,2,770,8
1418,770,9,2012-02-09 01:01:24,Variant 2,2,770,9
1419,770,6,2012-02-13 17:59:31,Variant 2,2,770,6
1420,772,1,2012-03-23 23:44:14,Variant 1,1,772,1
1421,772,8,2012-03-23 23:44:57,Variant 1,1,772,8
1422,772,6,2012-03-24 01:02:36,Variant 1,1,772,6
1423,773,1,2012-06-07 22:20:07,Variant 1,1,773,1
1424,773,8,2012-06-20 21:56:21,Variant 1,1,773,8
1425,773,6,2012-06-26 17:03:05,Variant 1,1,773,6
1426,776,1,2012-06-04 22:55:36,Variant 1,1,776,1
1427,776,8,2012-06-06 16:51:45,Variant 1,1,776,8
1428,776,6,2012-06-06 16:51:59,Variant 1,1,776,6
1429,777,1,2012-03-08 18:52:53,Variant 14,14,777,1
1430,777,1,2012-03-10 00:02:58,Variant 14,14,777,1
1431,777,6,2012-03-10 00:38:51,Variant 14,14,777,6
1432,778,1,2011-12-31 01:06:55,Variant 1,1,778,1
1433,778,8,2012-01-03 17:52:43,Variant 1,1,778,8
1434,778,6,2012-01-16 22:58:08,Variant 1,1,778,6
1435,784,1,2011-08-29 16:20:58,Variant 6,6,784,1
1436,784,8,2011-09-01 18:00:46,Variant 6,6,784,8
1437,784,6,2011-09-01 22:25:19,Variant 6,6,784,6
1438,784,6,2011-09-01 22:25:19,Variant 6,6,784,6
1439,785,1,2012-04-04 23:32:35,Variant 1,1,785,1
1440,785,8,2012-04-04 23:32:55,Variant 1,1,785,8
1441,785,6,2012-04-05 15:48:31,Variant 1,1,785,6
1442,789,1,2011-03-29 16:07:45,Variant 1,1,789,1
1443,789,8,2011-03-29 16:08:13,Variant 1,1,789,8
1444,789,6,2011-03-29 23:45:33,Variant 1,1,789,6
1445,790,1,2012-03-22 23:36:48,Variant 2,2,790,1
1446,790,8,2012-03-26 19:55:24,Variant 2,2,790,8
1447,790,9,2012-03-26 21:15:21,Variant 2,2,790,9
1448,790,6,2012-03-28 18:55:14,Variant 2,2,790,6
1449,794,1,2012-03-02 01:56:30,Variant 1,1,794,1
1450,794,8,2012-03-07 17:32:42,Variant 1,1,794,8
1451,794,6,2012-03-07 18:15:49,Variant 1,1,794,6
1452,795,1,2012-03-12 17:18:06,Variant 6,6,795,1
1453,795,8,2012-03-12 17:18:20,Variant 6,6,795,8
1454,795,6,2012-03-12 17:50:00,Variant 6,6,795,6
1455,795,6,2012-03-12 17:50:01,Variant 6,6,795,6
1456,796,1,2012-04-27 15:46:55,Variant 2,2,796,1
1457,796,8,2012-04-27 15:47:43,Variant 2,2,796,8
1458,796,9,2012-05-08 23:36:24,Variant 2,2,796,9
1459,796,6,2012-05-10 21:13:39,Variant 2,2,796,6
1460,797,1,2011-05-31 21:34:43,Variant 1,1,797,1
1461,797,8,2011-06-07 20:34:53,Variant 1,1,797,8
1462,797,6,2011-06-07 21:24:45,Variant 1,1,797,6
1463,799,1,2012-03-28 20:52:44,Variant 2,2,799,1
1464,799,8,2012-03-28 21:12:39,Variant 2,2,799,8
1465,799,9,2012-04-13 15:24:41,Variant 2,2,799,9
1466,799,6,2012-04-30 15:20:58,Variant 2,2,799,6
1467,802,1,2011-03-07 18:09:57,Variant 1,1,802,1
1468,802,8,2011-03-07 18:10:06,Variant 1,1,802,8
1469,802,6,2011-03-08 18:37:41,Variant 1,1,802,6
1470,803,1,2011-01-14 00:40:44,Variant 5,5,803,1
1471,803,1,2011-01-14 01:32:08,Variant 5,5,803,1
1472,803,8,2011-01-14 01:32:18,Variant 5,5,803,8
1473,803,6,2011-01-14 01:32:32,Variant 5,5,803,6
1474,806,1,2012-02-27 20:50:44,Variant 2,2,806,1
1475,806,8,2012-02-27 22:41:41,Variant 2,2,806,8
1476,806,9,2012-02-29 02:09:42,Variant 2,2,806,9
1477,806,6,2012-03-19 17:29:33,Variant 2,2,806,6
1478,810,1,2011-10-12 21:52:40,Variant 1,1,810,1
1479,810,8,2011-10-13 17:31:47,Variant 1,1,810,8
1480,810,6,2011-10-13 20:49:59,Variant 1,1,810,6
1481,812,1,2011-04-27 20:32:47,Variant 1,1,812,1
1482,812,8,2011-04-27 20:35:33,Variant 1,1,812,8
1483,812,6,2011-04-27 20:47:57,Variant 1,1,812,6
1484,813,1,2012-02-22 23:33:06,Variant 1,1,813,1
1485,813,8,2012-02-22 23:33:15,Variant 1,1,813,8
1486,813,6,2012-02-24 23:42:24,Variant 1,1,813,6
1487,816,1,2011-09-23 16:17:21,Variant 2,2,816,1
1488,816,8,2011-09-28 18:11:21,Variant 2,2,816,8
1489,816,9,2011-10-07 17:09:27,Variant 2,2,816,9
1490,816,6,2011-11-01 01:41:48,Variant 2,2,816,6
1491,817,1,2012-03-26 23:17:58,Variant 12,12,817,1
1492,817,8,2012-03-27 16:41:06,Variant 12,12,817,8
1493,817,9,2012-03-27 16:42:51,Variant 12,12,817,9
1494,817,8,2012-03-28 15:20:47,Variant 12,12,817,8
1495,817,9,2012-03-28 15:44:04,Variant 12,12,817,9
1496,817,6,2012-04-12 23:00:28,Variant 12,12,817,6
1497,818,1,2011-04-26 15:58:29,Variant 1,1,818,1
1498,818,8,2011-04-26 16:23:14,Variant 1,1,818,8
1499,818,6,2011-04-26 16:30:12,Variant 1,1,818,6
1500,819,1,2012-06-08 16:10:29,Variant 1,1,819,1
1501,819,8,2012-06-08 20:49:28,Variant 1,1,819,8
1502,819,6,2012-06-12 18:43:27,Variant 1,1,819,6
1503,820,1,2011-05-27 21:12:00,Variant 1,1,820,1
1504,820,8,2011-06-10 22:05:35,Variant 1,1,820,8
1505,820,6,2011-06-14 20:52:51,Variant 1,1,820,6
1506,822,1,2011-03-24 20:51:56,Variant 1,1,822,1
1507,822,8,2011-03-24 20:52:11,Variant 1,1,822,8
1508,822,6,2011-03-24 23:01:26,Variant 1,1,822,6
1509,823,1,2011-07-26 20:17:01,Variant 2,2,823,1
1510,823,8,2011-07-26 21:57:22,Variant 2,2,823,8
1511,823,9,2011-07-26 23:09:40,Variant 2,2,823,9
1512,823,6,2011-08-11 18:30:07,Variant 2,2,823,6
1513,827,1,2011-11-14 19:49:02,Variant 2,2,827,1
1514,827,8,2011-11-16 22:34:14,Variant 2,2,827,8
1515,827,9,2011-11-16 22:37:12,Variant 2,2,827,9
1516,827,6,2011-11-18 18:10:41,Variant 2,2,827,6
1517,828,1,2011-04-08 16:15:32,Variant 8,8,828,1
1518,828,8,2011-04-08 22:50:49,Variant 8,8,828,8
1519,828,6,2011-04-08 22:54:52,Variant 8,8,828,6
1520,828,8,2011-04-20 20:58:47,Variant 8,8,828,8
1521,828,6,2011-04-26 18:24:52,Variant 8,8,828,6
1522,832,1,2011-02-17 01:50:33,Variant 1,1,832,1
1523,832,8,2011-02-17 01:50:49,Variant 1,1,832,8
1524,832,6,2011-02-17 01:51:44,Variant 1,1,832,6
1525,834,1,2012-01-13 17:20:49,Variant 5,5,834,1
1526,834,1,2012-01-13 17:35:41,Variant 5,5,834,1
1527,834,8,2012-01-13 17:39:33,Variant 5,5,834,8
1528,834,6,2012-01-16 18:09:34,Variant 5,5,834,6
1529,835,1,2011-01-05 19:39:43,Variant 5,5,835,1
1530,835,1,2011-01-11 00:17:11,Variant 5,5,835,1
1531,835,8,2011-01-11 00:17:17,Variant 5,5,835,8
1532,835,6,2011-01-21 18:34:44,Variant 5,5,835,6
1533,836,1,2012-02-08 22:07:57,Variant 56,56,836,1
1534,836,8,2012-02-16 01:43:00,Variant 56,56,836,8
1535,836,2,2012-02-16 19:41:39,Variant 56,56,836,2
1536,836,5,2012-02-16 19:41:50,Variant 56,56,836,5
1537,836,5,2012-02-17 17:25:51,Variant 56,56,836,5
1538,836,6,2012-03-09 19:39:17,Variant 56,56,836,6
1539,840,1,2012-04-26 17:28:36,Variant 1,1,840,1
1540,840,8,2012-04-27 16:00:29,Variant 1,1,840,8
1541,840,6,2012-05-09 23:39:26,Variant 1,1,840,6
1542,842,1,2011-02-21 17:53:58,Variant 1,1,842,1
1543,842,8,2011-02-21 17:54:17,Variant 1,1,842,8
1544,842,6,2011-02-21 18:00:43,Variant 1,1,842,6
1545,843,1,2011-02-22 18:01:50,Variant 1,1,843,1
1546,843,8,2011-02-22 18:02:12,Variant 1,1,843,8
1547,843,6,2011-03-01 17:59:57,Variant 1,1,843,6
1548,844,1,2012-01-04 18:25:07,Variant 1,1,844,1
1549,844,8,2012-01-04 18:39:58,Variant 1,1,844,8
1550,844,6,2012-01-04 23:06:09,Variant 1,1,844,6
1551,847,1,2011-08-01 18:24:31,Variant 1,1,847,1
1552,847,8,2011-08-03 17:14:36,Variant 1,1,847,8
1553,847,6,2011-08-03 23:44:29,Variant 1,1,847,6
1554,848,1,2011-03-31 22:36:11,Variant 1,1,848,1
1555,848,8,2011-03-31 22:46:00,Variant 1,1,848,8
1556,848,6,2011-04-13 21:51:51,Variant 1,1,848,6
1557,850,8,2011-12-21 19:30:57,Variant 9,9,850,8
1558,850,6,2011-12-27 20:40:28,Variant 9,9,850,6
1559,853,1,2012-05-07 16:53:48,Variant 1,1,853,1
1560,853,8,2012-05-07 16:54:02,Variant 1,1,853,8
1561,853,6,2012-05-07 18:19:00,Variant 1,1,853,6
1562,854,1,2011-05-24 23:54:51,Variant 1,1,854,1
1563,854,8,2011-05-24 23:55:16,Variant 1,1,854,8
1564,854,6,2011-05-24 23:57:32,Variant 1,1,854,6
1565,855,1,2011-09-09 16:08:04,Variant 1,1,855,1
1566,855,8,2011-09-26 21:42:33,Variant 1,1,855,8
1567,855,6,2011-09-27 17:37:32,Variant 1,1,855,6
1568,857,1,2012-05-14 20:54:35,Variant 2,2,857,1
1569,857,8,2012-05-14 21:05:09,Variant 2,2,857,8
1570,857,9,2012-05-21 22:47:00,Variant 2,2,857,9
1571,857,6,2012-05-22 15:11:30,Variant 2,2,857,6
1572,859,1,2012-04-19 18:51:11,Variant 1,1,859,1
1573,859,8,2012-04-23 15:37:41,Variant 1,1,859,8
1574,859,6,2012-04-23 22:32:42,Variant 1,1,859,6
1575,860,1,2011-10-26 18:40:48,Variant 1,1,860,1
1576,860,8,2011-10-26 20:14:20,Variant 1,1,860,8
1577,860,6,2011-11-08 18:01:20,Variant 1,1,860,6
1578,861,1,2011-01-14 02:03:47,Variant 44,44,861,1
1579,861,1,2011-01-29 02:43:23,Variant 44,44,861,1
1580,861,8,2011-01-29 02:43:29,Variant 44,44,861,8
1581,861,8,2011-02-05 01:50:59,Variant 44,44,861,8
1582,861,6,2011-02-05 01:52:44,Variant 44,44,861,6
1583,863,1,2011-10-14 20:26:39,Variant 1,1,863,1
1584,863,8,2011-10-17 15:08:06,Variant 1,1,863,8
1585,863,6,2011-10-17 20:08:53,Variant 1,1,863,6
1586,865,1,2011-01-11 23:41:04,Variant 1,1,865,1
1587,865,8,2011-01-13 22:42:36,Variant 1,1,865,8
1588,865,6,2011-01-13 22:44:09,Variant 1,1,865,6
1589,866,1,2012-01-18 01:04:58,Variant 1,1,866,1
1590,866,8,2012-01-18 22:40:33,Variant 1,1,866,8
1591,866,6,2012-01-27 01:15:21,Variant 1,1,866,6
1592,867,1,2011-10-04 16:52:18,Variant 5,5,867,1
1593,867,1,2011-10-04 17:17:26,Variant 5,5,867,1
1594,867,8,2011-10-04 18:13:00,Variant 5,5,867,8
1595,867,6,2011-10-04 18:37:28,Variant 5,5,867,6
1596,869,1,2011-02-04 20:43:37,Variant 1,1,869,1
1597,869,8,2011-02-05 00:33:31,Variant 1,1,869,8
1598,869,6,2011-02-09 18:23:02,Variant 1,1,869,6
1599,872,1,2012-03-22 01:26:16,Variant 1,1,872,1
1600,872,8,2012-03-22 01:26:28,Variant 1,1,872,8
1601,872,6,2012-03-26 23:25:08,Variant 1,1,872,6
1602,874,1,2011-09-05 23:03:00,Variant 19,19,874,1
1603,874,1,2011-09-06 23:55:56,Variant 19,19,874,1
1604,874,1,2011-09-06 23:55:57,Variant 19,19,874,1
1605,874,8,2011-09-19 18:48:25,Variant 19,19,874,8
1606,874,6,2011-09-26 22:06:31,Variant 19,19,874,6
1607,877,1,2012-05-24 17:42:53,Variant 2,2,877,1
1608,877,8,2012-05-25 20:49:51,Variant 2,2,877,8
1609,877,9,2012-05-25 20:55:45,Variant 2,2,877,9
1610,877,6,2012-06-01 15:02:59,Variant 2,2,877,6
1611,878,1,2011-11-22 19:21:43,Variant 1,1,878,1
1612,878,8,2011-11-29 19:36:04,Variant 1,1,878,8
1613,878,6,2011-12-14 00:25:11,Variant 1,1,878,6
1614,879,1,2011-01-10 21:00:18,Variant 1,1,879,1
1615,879,8,2011-01-15 01:34:23,Variant 1,1,879,8
1616,879,6,2011-01-15 01:34:32,Variant 1,1,879,6
1617,880,1,2012-04-05 22:35:31,Variant 1,1,880,1
1618,880,8,2012-04-06 16:51:18,Variant 1,1,880,8
1619,880,6,2012-04-11 17:12:13,Variant 1,1,880,6
1620,883,1,2012-04-16 16:52:21,Variant 38,38,883,1
1621,883,8,2012-04-17 17:58:19,Variant 38,38,883,8
1622,883,9,2012-04-18 22:58:19,Variant 38,38,883,9
1623,883,8,2012-04-30 21:27:43,Variant 38,38,883,8
1624,883,9,2012-04-30 21:28:49,Variant 38,38,883,9
1625,883,6,2012-05-09 16:57:23,Variant 38,38,883,6
1626,883,6,2012-05-09 16:57:26,Variant 38,38,883,6
1627,884,1,2011-01-19 23:25:08,Variant 1,1,884,1
1628,884,8,2011-01-21 19:59:39,Variant 1,1,884,8
1629,884,6,2011-01-21 20:00:43,Variant 1,1,884,6
1630,885,1,2011-11-18 00:46:20,Variant 4,4,885,1
1631,885,6,2011-11-19 01:13:22,Variant 4,4,885,6
1632,886,1,2012-06-11 20:58:53,Variant 1,1,886,1
1633,886,8,2012-06-11 20:59:02,Variant 1,1,886,8
1634,886,6,2012-06-13 15:47:21,Variant 1,1,886,6
1635,887,1,2011-09-27 21:21:18,Variant 18,18,887,1
1636,887,8,2011-09-29 20:21:29,Variant 18,18,887,8
1637,887,9,2011-10-11 18:51:15,Variant 18,18,887,9
1638,887,9,2011-10-11 23:30:30,Variant 18,18,887,9
1639,887,6,2011-10-12 15:42:27,Variant 18,18,887,6
1640,891,1,2011-06-07 16:02:07,Variant 1,1,891,1
1641,891,8,2011-06-07 16:02:22,Variant 1,1,891,8
1642,891,6,2011-06-08 15:28:41,Variant 1,1,891,6
1643,892,1,2012-04-17 22:32:30,Variant 1,1,892,1
1644,892,8,2012-04-18 20:38:18,Variant 1,1,892,8
1645,892,6,2012-04-20 23:29:20,Variant 1,1,892,6
1646,893,1,2011-11-14 18:17:44,Variant 4,4,893,1
1647,893,6,2011-11-14 18:57:23,Variant 4,4,893,6
1648,896,1,2011-10-03 17:17:19,Variant 1,1,896,1
1649,896,8,2011-10-04 21:04:17,Variant 1,1,896,8
1650,896,6,2011-11-01 00:30:12,Variant 1,1,896,6
1651,897,1,2012-03-16 22:08:31,Variant 1,1,897,1
1652,897,8,2012-03-16 22:08:41,Variant 1,1,897,8
1653,897,6,2012-03-16 22:43:24,Variant 1,1,897,6
1654,898,1,2012-01-05 00:07:42,Variant 2,2,898,1
1655,898,8,2012-01-05 01:58:40,Variant 2,2,898,8
1656,898,9,2012-01-10 22:55:48,Variant 2,2,898,9
1657,898,6,2012-01-11 19:55:24,Variant 2,2,898,6
1658,900,1,2011-02-28 22:17:29,Variant 3,3,900,1
1659,900,8,2011-03-25 20:53:05,Variant 3,3,900,8
1660,900,9,2011-03-25 20:55:12,Variant 3,3,900,9
1661,900,8,2011-03-26 00:06:50,Variant 3,3,900,8
1662,900,6,2011-03-26 00:07:01,Variant 3,3,900,6
1663,902,1,2011-09-28 23:48:22,Variant 1,1,902,1
1664,902,8,2011-09-28 23:48:33,Variant 1,1,902,8
1665,902,6,2011-09-30 20:18:02,Variant 1,1,902,6
1666,904,1,2011-03-16 17:35:56,Variant 1,1,904,1
1667,904,8,2011-03-16 17:36:41,Variant 1,1,904,8
1668,904,6,2011-03-22 22:43:58,Variant 1,1,904,6
1669,905,1,2011-07-19 21:08:41,Variant 5,5,905,1
1670,905,1,2011-07-19 21:17:50,Variant 5,5,905,1
1671,905,8,2011-07-19 22:54:43,Variant 5,5,905,8
1672,905,6,2011-07-19 22:54:58,Variant 5,5,905,6
1673,908,1,2011-04-13 15:25:37,Variant 1,1,908,1
1674,908,8,2011-04-13 15:26:34,Variant 1,1,908,8
1675,908,6,2011-04-20 15:56:07,Variant 1,1,908,6
1676,909,1,2012-02-06 18:17:46,Variant 1,1,909,1
1677,909,8,2012-02-06 18:20:42,Variant 1,1,909,8
1678,909,6,2012-02-06 18:53:59,Variant 1,1,909,6
1679,914,1,2012-01-24 22:40:05,Variant 1,1,914,1
1680,914,8,2012-01-24 22:51:17,Variant 1,1,914,8
1681,914,6,2012-01-24 22:51:39,Variant 1,1,914,6
1682,915,1,2011-01-04 19:00:58,Variant 1,1,915,1
1683,915,8,2011-01-10 19:36:33,Variant 1,1,915,8
1684,915,6,2011-01-11 17:45:19,Variant 1,1,915,6
1685,916,1,2011-07-05 17:07:25,Variant 1,1,916,1
1686,916,8,2011-07-05 17:07:41,Variant 1,1,916,8
1687,916,6,2011-07-05 17:07:49,Variant 1,1,916,6
1688,922,1,2011-02-24 17:42:08,Variant 15,15,922,1
1689,922,8,2011-02-24 23:49:17,Variant 15,15,922,8
1690,922,9,2011-03-10 00:29:36,Variant 15,15,922,9
1691,922,9,2011-03-15 20:44:33,Variant 15,15,922,9
1692,922,8,2011-03-25 23:54:37,Variant 15,15,922,8
1693,922,6,2011-03-25 23:54:47,Variant 15,15,922,6
1694,923,1,2011-12-02 20:12:53,Variant 7,7,923,1
1695,923,6,2011-12-02 23:23:34,Variant 7,7,923,6
1696,923,6,2011-12-02 23:23:34,Variant 7,7,923,6
1697,927,1,2011-10-10 15:25:12,Variant 1,1,927,1
1698,927,8,2011-10-10 15:32:43,Variant 1,1,927,8
1699,927,6,2011-10-10 15:52:25,Variant 1,1,927,6
1700,928,1,2011-02-14 23:15:17,Variant 1,1,928,1
1701,928,8,2011-02-15 17:26:51,Variant 1,1,928,8
1702,928,6,2011-03-08 01:52:38,Variant 1,1,928,6
1703,929,1,2011-01-18 19:51:20,Variant 11,11,929,1
1704,929,1,2011-01-21 20:48:06,Variant 11,11,929,1
1705,929,8,2011-01-21 20:48:50,Variant 11,11,929,8
1706,929,9,2011-01-25 18:52:16,Variant 11,11,929,9
1707,929,8,2011-01-25 20:03:37,Variant 11,11,929,8
1708,929,6,2011-01-25 20:03:46,Variant 11,11,929,6
1709,931,1,2012-02-28 20:33:55,Variant 1,1,931,1
1710,931,8,2012-02-29 02:09:58,Variant 1,1,931,8
1711,931,6,2012-02-29 02:12:09,Variant 1,1,931,6
1712,932,1,2012-02-16 20:01:24,Variant 4,4,932,1
1713,932,6,2012-02-16 20:02:10,Variant 4,4,932,6
1714,933,1,2011-01-12 23:31:23,Variant 5,5,933,1
1715,933,1,2011-01-29 02:42:22,Variant 5,5,933,1
1716,933,8,2011-01-29 02:42:28,Variant 5,5,933,8
1717,933,6,2011-01-31 17:41:02,Variant 5,5,933,6
1718,934,1,2012-06-12 22:00:09,Variant 6,6,934,1
1719,934,8,2012-06-12 22:00:30,Variant 6,6,934,8
1720,934,6,2012-06-14 18:59:12,Variant 6,6,934,6
1721,934,6,2012-06-14 18:59:12,Variant 6,6,934,6
1722,936,1,2011-05-16 20:24:53,Variant 3,3,936,1
1723,936,8,2011-05-16 20:25:23,Variant 3,3,936,8
1724,936,9,2011-05-16 22:13:05,Variant 3,3,936,9
1725,936,8,2011-05-17 20:35:23,Variant 3,3,936,8
1726,936,6,2011-05-17 20:35:32,Variant 3,3,936,6
1727,937,1,2012-06-27 15:44:09,Variant 31,31,937,1
1728,937,8,2012-06-27 15:44:39,Variant 31,31,937,8
1731,941,1,2011-07-21 00:05:12,Variant 2,2,941,1
1732,941,8,2011-07-25 21:11:06,Variant 2,2,941,8
1733,941,9,2011-07-25 21:14:05,Variant 2,2,941,9
1734,941,6,2011-08-19 22:18:03,Variant 2,2,941,6
