CASEOID,ACTIVITYOID,TIMESTAMP,Variant,Variant index
1081,9,2011/11/17 17:31:09.000,Variant 2,2
1081,6,2011/11/23 01:37:07.000,Variant 2,2
1082,1,2011/08/22 17:38:09.000,Variant 1,1
1082,8,2011/08/29 16:23:11.000,Variant 1,1
1082,6,2011/09/19 21:03:33.000,Variant 1,1
1083,1,2012/02/29 01:02:22.000,Variant 5,5
1083,1,2012/02/29 01:02:42.000,Variant 5,5
1083,8,2012/02/29 01:55:56.000,Variant 5,5
1083,6,2012/02/29 01:56:41.000,Variant 5,5
1084,1,2012/04/24 16:13:17.000,Variant 1,1
1084,8,2012/05/23 23:46:12.000,Variant 1,1
1084,6,2012/05/30 15:20:16.000,Variant 1,1
1089,1,2011/03/10 23:37:52.000,Variant 3,3
1089,8,2011/03/10 23:38:31.000,Variant 3,3
1089,9,2011/03/10 23:44:28.000,Variant 3,3
1089,8,2011/03/30 18:26:44.000,Variant 3,3
1089,6,2011/03/30 18:26:55.000,Variant 3,3
1090,1,2012/05/28 22:40:01.000,Variant 6,6
1090,8,2012/05/30 18:47:50.000,Variant 6,6
1090,6,2012/05/30 22:02:45.000,Variant 6,6
1090,6,2012/05/30 22:02:45.000,Variant 6,6
1091,8,2011/11/22 20:03:51.000,Variant 17,17
1091,9,2011/11/23 19:43:12.000,Variant 17,17
1091,6,2011/12/02 22:30:54.000,Variant 17,17
1093,1,2012/01/14 01:27:38.000,Variant 4,4
1093,6,2012/01/14 01:34:53.000,Variant 4,4
1094,1,2012/06/13 15:45:34.000,Variant 1,1
1094,8,2012/06/13 18:27:30.000,Variant 1,1
1094,6,2012/06/18 22:50:52.000,Variant 1,1
1095,1,2011/09/26 23:01:58.000,Variant 14,14
1095,1,2011/09/28 23:28:26.000,Variant 14,14
1095,6,2011/09/28 23:28:35.000,Variant 14,14
1098,1,2011/07/08 21:48:51.000,Variant 5,5
1098,1,2011/07/14 00:01:04.000,Variant 5,5
1098,8,2011/07/14 00:01:28.000,Variant 5,5
1098,6,2011/07/21 23:51:24.000,Variant 5,5
1105,1,2011/10/18 20:06:24.000,Variant 58,58
1105,1,2011/10/18 21:17:30.000,Variant 58,58
1105,1,2011/10/18 21:17:31.000,Variant 58,58
1105,8,2011/10/20 15:45:22.000,Variant 58,58
1105,6,2011/10/20 16:14:31.000,Variant 58,58
1105,6,2011/10/20 16:14:31.000,Variant 58,58
1107,1,2011/10/13 15:17:13.000,Variant 1,1
1107,8,2011/10/14 20:41:30.000,Variant 1,1
1107,6,2011/10/14 21:22:09.000,Variant 1,1
1108,1,2011/03/01 17:24:41.000,Variant 1,1
1108,8,2011/03/01 17:25:14.000,Variant 1,1
1108,6,2011/03/01 20:29:13.000,Variant 1,1
1114,1,2011/05/25 17:38:13.000,Variant 59,59
1114,8,2011/05/25 17:38:37.000,Variant 59,59
1114,9,2011/05/26 16:43:14.000,Variant 59,59
1114,8,2011/06/01 17:54:03.000,Variant 59,59
1114,8,2011/06/07 15:44:55.000,Variant 59,59
1114,9,2011/06/07 18:32:28.000,Variant 59,59
1114,8,2011/06/07 22:24:59.000,Variant 59,59
1114,9,2011/06/07 22:28:58.000,Variant 59,59
1114,8,2011/06/22 21:01:13.000,Variant 59,59
1114,6,2011/06/22 21:02:19.000,Variant 59,59
1115,1,2012/02/28 19:47:09.000,Variant 1,1
1115,8,2012/02/28 19:47:25.000,Variant 1,1
1115,6,2012/02/29 01:40:58.000,Variant 1,1
1117,1,2011/10/26 23:30:54.000,Variant 1,1
1117,8,2011/11/02 17:13:17.000,Variant 1,1
1117,6,2011/11/02 17:13:25.000,Variant 1,1
1118,1,2011/09/05 22:28:02.000,Variant 5,5
1118,1,2011/09/09 18:03:27.000,Variant 5,5
1118,8,2011/09/15 18:57:15.000,Variant 5,5
1118,6,2011/09/15 23:06:12.000,Variant 5,5
1119,1,2011/05/26 16:26:22.000,Variant 1,1
1119,8,2011/05/26 16:26:50.000,Variant 1,1
1119,6,2011/05/31 23:00:20.000,Variant 1,1
1120,1,2012/01/05 17:26:10.000,Variant 1,1
1120,8,2012/01/05 17:26:27.000,Variant 1,1
1120,6,2012/01/05 19:20:52.000,Variant 1,1
1125,1,2012/05/17 22:34:02.000,Variant 1,1
1125,8,2012/05/17 23:07:53.000,Variant 1,1
1125,6,2012/05/18 22:22:22.000,Variant 1,1
1126,1,2012/01/10 22:31:21.000,Variant 7,7
1126,6,2012/01/13 17:28:55.000,Variant 7,7
1126,6,2012/01/13 17:28:56.000,Variant 7,7
1127,1,2012/01/18 18:39:21.000,Variant 1,1
1127,8,2012/01/18 20:23:37.000,Variant 1,1
1127,6,2012/01/18 23:14:02.000,Variant 1,1
1128,1,2012/04/11 20:51:59.000,Variant 1,1
1128,8,2012/04/11 20:52:12.000,Variant 1,1
1128,6,2012/04/16 17:54:56.000,Variant 1,1
1131,1,2012/03/28 17:03:55.000,Variant 1,1
1131,8,2012/03/28 17:04:21.000,Variant 1,1
1131,6,2012/03/28 17:08:00.000,Variant 1,1
1132,1,2012/01/11 19:52:28.000,Variant 1,1
1132,8,2012/01/11 22:40:05.000,Variant 1,1
1132,6,2012/01/19 00:15:37.000,Variant 1,1
1133,1,2012/01/18 19:23:55.000,Variant 1,1
1133,8,2012/01/18 19:24:06.000,Variant 1,1
1133,6,2012/01/18 22:50:24.000,Variant 1,1
1135,1,2012/06/08 16:03:05.000,Variant 31,31
1135,8,2012/06/08 16:03:28.000,Variant 31,31
1135,4,2012/06/14 15:56:56.000,Variant 31,31
1135,6,2012/07/13 21:19:37.000,Variant 31,31
1136,1,2012/06/12 16:23:44.000,Variant 4,4
1136,6,2012/06/15 14:56:23.000,Variant 4,4
1137,1,2012/06/18 18:44:18.000,Variant 1,1
1137,8,2012/06/18 22:46:31.000,Variant 1,1
1137,6,2012/06/18 22:46:46.000,Variant 1,1
1138,1,2012/01/10 01:23:38.000,Variant 1,1
1138,8,2012/01/10 01:23:57.000,Variant 1,1
1138,6,2012/01/17 20:49:33.000,Variant 1,1
1139,1,2011/12/14 00:51:46.000,Variant 1,1
1139,8,2011/12/14 00:52:10.000,Variant 1,1
1139,6,2011/12/14 01:57:49.000,Variant 1,1
1140,1,2011/01/19 18:17:21.000,Variant 3,3
1140,8,2011/01/25 19:28:10.000,Variant 3,3
1140,9,2011/01/26 01:33:05.000,Variant 3,3
1140,8,2011/02/09 20:37:25.000,Variant 3,3
1140,6,2011/02/09 20:37:34.000,Variant 3,3
1146,1,2011/04/04 18:13:39.000,Variant 1,1
1146,8,2011/04/04 18:14:04.000,Variant 1,1
1146,6,2011/04/04 18:16:27.000,Variant 1,1
1147,1,2011/01/11 20:54:55.000,Variant 1,1
1147,8,2011/01/14 17:33:59.000,Variant 1,1
1147,6,2011/01/14 17:52:06.000,Variant 1,1
1149,1,2011/10/25 15:25:02.000,Variant 1,1
1149,8,2011/10/25 15:26:54.000,Variant 1,1
1149,6,2011/10/25 17:50:54.000,Variant 1,1
1153,1,2012/01/11 00:57:01.000,Variant 2,2
1153,8,2012/01/16 17:53:10.000,Variant 2,2
1153,9,2012/01/28 00:32:26.000,Variant 2,2
1153,6,2012/02/01 02:04:22.000,Variant 2,2
1154,1,2012/05/21 15:18:26.000,Variant 29,29
1154,9,2012/05/21 15:19:22.000,Variant 29,29
1154,8,2012/05/21 15:26:51.000,Variant 29,29
1154,6,2012/05/21 16:22:00.000,Variant 29,29
1154,6,2012/05/21 16:22:01.000,Variant 29,29
1157,1,2011/09/14 23:45:59.000,Variant 1,1
1157,8,2011/09/26 23:57:04.000,Variant 1,1
1157,6,2011/09/28 15:56:30.000,Variant 1,1
1158,1,2011/06/23 15:35:48.000,Variant 11,11
1158,1,2011/06/23 15:36:08.000,Variant 11,11
1158,8,2011/06/23 17:52:00.000,Variant 11,11
1158,9,2011/06/23 18:00:20.000,Variant 11,11
1158,8,2011/07/21 21:33:50.000,Variant 11,11
1158,6,2011/07/21 21:33:58.000,Variant 11,11
1160,1,2011/04/14 15:32:36.000,Variant 1,1
1160,8,2011/04/14 15:58:44.000,Variant 1,1
1160,6,2011/04/14 23:03:02.000,Variant 1,1
1162,1,2011/01/26 23:45:02.000,Variant 1,1
1162,8,2011/01/27 17:40:54.000,Variant 1,1
1162,6,2011/01/31 22:34:41.000,Variant 1,1
1167,1,2011/02/14 18:03:48.000,Variant 3,3
1167,8,2011/02/14 18:04:20.000,Variant 3,3
1167,9,2011/02/16 01:14:19.000,Variant 3,3
1167,8,2011/03/14 18:31:02.000,Variant 3,3
1167,6,2011/03/14 18:31:18.000,Variant 3,3
1168,1,2011/06/17 23:59:46.000,Variant 29,29
1168,9,2011/06/18 00:00:22.000,Variant 29,29
1168,8,2011/07/07 00:08:34.000,Variant 29,29
1168,6,2011/07/19 15:57:22.000,Variant 29,29
1168,6,2011/07/19 15:57:23.000,Variant 29,29
1170,1,2011/01/31 18:12:34.000,Variant 1,1
1170,8,2011/01/31 19:43:27.000,Variant 1,1
1170,6,2011/02/02 01:37:01.000,Variant 1,1
1171,1,2011/12/13 17:19:55.000,Variant 1,1
1171,8,2011/12/13 20:13:25.000,Variant 1,1
1171,6,2011/12/13 20:22:43.000,Variant 1,1
1172,1,2012/03/19 19:50:29.000,Variant 2,2
1172,8,2012/03/29 22:18:31.000,Variant 2,2
1172,9,2012/04/02 15:52:47.000,Variant 2,2
1172,6,2012/04/02 17:05:06.000,Variant 2,2
1174,1,2011/05/18 16:34:39.000,Variant 1,1
1174,8,2011/05/18 16:35:01.000,Variant 1,1
1174,6,2011/05/18 23:55:18.000,Variant 1,1
1175,1,2012/01/12 00:59:39.000,Variant 8,8
1175,8,2012/01/16 18:46:04.000,Variant 8,8
1175,6,2012/01/16 20:20:57.000,Variant 8,8
1175,8,2012/01/16 20:21:55.000,Variant 8,8
1175,6,2012/01/16 20:45:15.000,Variant 8,8
1177,1,2011/12/12 19:23:38.000,Variant 1,1
1177,8,2011/12/12 20:37:24.000,Variant 1,1
1177,6,2011/12/13 23:00:43.000,Variant 1,1
1178,1,2011/04/05 16:07:00.000,Variant 1,1
1178,8,2011/04/05 16:07:14.000,Variant 1,1
1178,6,2011/04/05 16:09:39.000,Variant 1,1
1181,1,2012/02/13 18:15:33.000,Variant 1,1
1181,8,2012/02/13 18:19:18.000,Variant 1,1
1181,6,2012/02/13 20:42:19.000,Variant 1,1
1182,1,2011/03/04 18:29:57.000,Variant 1,1
1182,8,2011/03/04 18:30:34.000,Variant 1,1
1182,6,2011/03/18 17:21:06.000,Variant 1,1
1186,1,2011/10/05 16:59:00.000,Variant 1,1
1186,8,2011/10/21 16:18:58.000,Variant 1,1
1186,6,2011/10/21 16:27:54.000,Variant 1,1
1188,1,2012/05/03 23:51:50.000,Variant 1,1
1188,8,2012/05/10 00:06:27.000,Variant 1,1
1188,6,2012/05/10 17:19:59.000,Variant 1,1
1189,1,2011/03/04 18:10:16.000,Variant 3,3
1189,8,2011/03/04 18:10:37.000,Variant 3,3
1189,9,2011/03/04 18:25:12.000,Variant 3,3
1189,8,2011/04/14 16:43:04.000,Variant 3,3
1189,6,2011/04/14 16:43:14.000,Variant 3,3
1190,1,2012/01/02 19:49:47.000,Variant 6,6
1190,8,2012/01/02 19:49:58.000,Variant 6,6
1190,6,2012/01/02 21:00:55.000,Variant 6,6
1190,6,2012/01/02 21:00:56.000,Variant 6,6
1192,8,2012/03/27 17:53:32.000,Variant 9,9
1192,6,2012/03/29 15:37:55.000,Variant 9,9
1194,1,2011/01/10 19:50:41.000,Variant 5,5
1194,1,2011/01/12 17:54:14.000,Variant 5,5
1194,8,2011/01/12 18:32:22.000,Variant 5,5
1194,6,2011/01/12 23:40:13.000,Variant 5,5
1195,1,2012/01/24 22:27:17.000,Variant 1,1
1195,8,2012/01/31 20:29:27.000,Variant 1,1
1195,6,2012/02/07 19:01:30.000,Variant 1,1
1197,1,2011/12/20 18:21:55.000,Variant 16,16
1197,1,2011/12/20 18:44:46.000,Variant 16,16
1197,8,2011/12/21 19:09:33.000,Variant 16,16
1197,9,2011/12/21 20:24:14.000,Variant 16,16
1197,6,2011/12/23 00:48:16.000,Variant 16,16
1198,1,2012/03/08 00:57:18.000,Variant 7,7
1198,6,2012/03/08 00:59:42.000,Variant 7,7
1198,6,2012/03/08 00:59:43.000,Variant 7,7
1199,1,2012/02/22 00:27:29.000,Variant 1,1
1199,8,2012/02/22 17:57:31.000,Variant 1,1
1199,6,2012/02/22 19:17:46.000,Variant 1,1
1200,1,2011/06/08 21:51:32.000,Variant 1,1
1200,8,2011/06/09 15:07:27.000,Variant 1,1
1200,6,2011/06/14 00:17:20.000,Variant 1,1
1201,1,2012/05/15 15:07:16.000,Variant 1,1
1201,8,2012/05/15 15:16:00.000,Variant 1,1
1201,6,2012/05/15 21:59:20.000,Variant 1,1
1203,1,2011/09/08 21:30:42.000,Variant 1,1
1203,8,2011/10/03 18:32:48.000,Variant 1,1
1203,6,2011/10/03 18:39:13.000,Variant 1,1
1205,1,2011/06/13 17:22:41.000,Variant 1,1
1205,8,2011/06/13 17:22:52.000,Variant 1,1
1205,6,2011/06/13 17:23:20.000,Variant 1,1
1206,1,2011/03/03 23:28:56.000,Variant 1,1
1206,8,2011/03/03 23:29:37.000,Variant 1,1
1206,6,2011/03/05 02:00:05.000,Variant 1,1
1207,1,2011/05/04 21:49:39.000,Variant 2,2
1207,8,2011/05/18 18:28:05.000,Variant 2,2
1207,9,2011/05/18 18:43:36.000,Variant 2,2
1207,6,2011/05/24 17:31:18.000,Variant 2,2
1208,1,2012/02/10 17:59:22.000,Variant 1,1
1208,8,2012/02/10 17:59:55.000,Variant 1,1
1208,6,2012/02/11 02:05:32.000,Variant 1,1
1209,1,2011/04/18 18:48:58.000,Variant 1,1
1209,8,2011/04/19 16:39:22.000,Variant 1,1
1209,6,2011/04/19 18:48:39.000,Variant 1,1
1212,1,2011/05/19 23:29:29.000,Variant 1,1
1212,8,2011/05/19 23:29:52.000,Variant 1,1
1212,6,2011/05/20 15:56:24.000,Variant 1,1
1213,1,2011/01/04 23:22:59.000,Variant 1,1
1213,8,2011/01/20 17:29:18.000,Variant 1,1
1213,6,2011/01/21 18:45:18.000,Variant 1,1
1214,1,2011/03/15 18:06:36.000,Variant 10,10
1214,8,2011/03/15 18:11:14.000,Variant 10,10
1214,8,2011/03/15 18:16:59.000,Variant 10,10
1214,6,2011/03/15 18:29:40.000,Variant 10,10
1215,1,2012/02/07 19:27:05.000,Variant 1,1
1215,8,2012/02/07 20:04:13.000,Variant 1,1
1215,6,2012/02/08 22:35:19.000,Variant 1,1
1216,1,2012/06/01 16:26:11.000,Variant 1,1
1216,8,2012/06/04 15:55:24.000,Variant 1,1
1216,6,2012/06/07 23:07:55.000,Variant 1,1
1217,1,2012/01/11 20:00:46.000,Variant 1,1
1217,8,2012/01/11 20:00:55.000,Variant 1,1
1217,6,2012/01/30 17:29:07.000,Variant 1,1
1219,1,2012/01/26 01:22:05.000,Variant 1,1
1219,8,2012/01/26 01:43:36.000,Variant 1,1
1219,6,2012/02/02 20:01:41.000,Variant 1,1
1222,1,2011/09/27 20:49:52.000,Variant 1,1
1222,8,2011/09/30 21:46:52.000,Variant 1,1
1222,6,2011/10/06 15:34:32.000,Variant 1,1
1225,1,2011/08/03 20:14:54.000,Variant 4,4
1225,6,2011/08/11 15:32:57.000,Variant 4,4
1226,1,2011/10/28 16:12:21.000,Variant 7,7
1226,6,2011/10/28 21:47:35.000,Variant 7,7
1226,6,2011/10/28 21:47:35.000,Variant 7,7
1227,1,2011/02/17 17:20:28.000,Variant 22,22
1227,8,2011/02/18 19:44:10.000,Variant 22,22
1227,9,2011/03/03 00:25:06.000,Variant 22,22
1227,8,2011/03/03 00:28:01.000,Variant 22,22
1227,9,2011/03/03 00:38:40.000,Variant 22,22
1227,8,2011/03/30 18:25:28.000,Variant 22,22
1227,6,2011/03/30 18:25:39.000,Variant 22,22
1228,1,2011/03/08 22:29:52.000,Variant 1,1
1228,8,2011/03/08 23:36:37.000,Variant 1,1
1228,6,2011/03/08 23:37:31.000,Variant 1,1
1229,1,2012/01/18 22:49:23.000,Variant 1,1
1229,8,2012/01/18 22:49:32.000,Variant 1,1
1229,6,2012/01/25 17:31:08.000,Variant 1,1
1233,1,2012/06/26 15:05:06.000,Variant 1,1
1233,8,2012/06/26 16:04:31.000,Variant 1,1
1233,6,2012/06/26 23:10:47.000,Variant 1,1
1234,1,2011/07/21 21:31:45.000,Variant 2,2
1234,8,2011/07/25 18:42:21.000,Variant 2,2
1234,9,2011/07/29 16:11:46.000,Variant 2,2
1234,6,2011/07/29 17:35:08.000,Variant 2,2
1236,1,2012/01/20 20:58:38.000,Variant 2,2
1236,8,2012/01/27 18:24:34.000,Variant 2,2
1236,9,2012/02/11 01:27:16.000,Variant 2,2
1236,6,2012/02/29 00:51:07.000,Variant 2,2
1240,1,2011/01/12 17:36:24.000,Variant 1,1
1240,8,2011/01/12 17:36:40.000,Variant 1,1
1240,6,2011/01/18 23:10:14.000,Variant 1,1
1241,1,2011/05/12 16:15:54.000,Variant 1,1
1241,8,2011/05/13 21:24:34.000,Variant 1,1
1241,6,2011/05/17 21:58:46.000,Variant 1,1
1243,1,2011/04/28 21:14:17.000,Variant 1,1
1243,8,2011/04/28 21:15:05.000,Variant 1,1
1243,6,2011/05/10 23:22:45.000,Variant 1,1
1244,1,2012/01/03 23:28:01.000,Variant 1,1
1244,8,2012/01/09 20:30:54.000,Variant 1,1
1244,6,2012/01/09 20:34:14.000,Variant 1,1
1248,1,2011/12/29 00:03:25.000,Variant 18,18
1248,8,2012/01/02 17:52:16.000,Variant 18,18
1248,9,2012/01/11 22:50:22.000,Variant 18,18
1248,9,2012/01/17 22:37:05.000,Variant 18,18
1248,6,2012/01/19 01:54:54.000,Variant 18,18
1252,1,2011/04/01 17:04:45.000,Variant 6,6
1252,8,2011/04/01 17:05:07.000,Variant 6,6
1252,6,2011/04/05 21:06:00.000,Variant 6,6
1252,6,2011/04/05 21:06:00.000,Variant 6,6
1255,1,2011/11/16 19:05:56.000,Variant 2,2
1255,8,2011/11/21 18:08:04.000,Variant 2,2
1255,9,2011/11/21 18:29:29.000,Variant 2,2
1255,6,2011/11/25 20:38:45.000,Variant 2,2
1256,1,2012/05/04 17:52:28.000,Variant 2,2
1256,8,2012/05/07 15:26:46.000,Variant 2,2
1256,9,2012/05/07 16:35:41.000,Variant 2,2
1256,6,2012/05/08 23:06:50.000,Variant 2,2
1259,1,2011/12/22 23:22:19.000,Variant 7,7
1259,6,2011/12/22 23:23:53.000,Variant 7,7
1259,6,2011/12/22 23:23:54.000,Variant 7,7
1260,1,2011/10/10 21:42:00.000,Variant 1,1
1260,8,2011/10/10 21:42:44.000,Variant 1,1
1260,6,2011/10/13 20:20:46.000,Variant 1,1
1263,1,2011/03/08 17:11:58.000,Variant 1,1
1263,8,2011/03/08 17:12:52.000,Variant 1,1
1263,6,2011/03/08 20:19:50.000,Variant 1,1
1264,1,2011/05/04 15:39:58.000,Variant 3,3
1264,8,2011/05/04 18:26:23.000,Variant 3,3
1264,9,2011/05/04 23:00:40.000,Variant 3,3
1264,8,2011/05/19 15:32:11.000,Variant 3,3
1264,6,2011/05/19 15:34:41.000,Variant 3,3
1265,1,2011/02/10 23:49:46.000,Variant 5,5
1265,1,2011/02/11 01:44:51.000,Variant 5,5
1265,8,2011/02/11 01:49:11.000,Variant 5,5
1265,6,2011/02/11 23:00:49.000,Variant 5,5
1267,1,2012/05/24 17:35:45.000,Variant 1,1
1267,8,2012/05/28 22:31:48.000,Variant 1,1
1267,6,2012/05/28 22:55:04.000,Variant 1,1
1268,1,2011/11/23 19:44:05.000,Variant 4,4
1268,6,2011/11/23 19:45:05.000,Variant 4,4
1270,1,2011/04/06 16:15:21.000,Variant 3,3
1270,8,2011/04/06 16:17:40.000,Variant 3,3
1270,9,2011/04/06 16:19:11.000,Variant 3,3
1270,8,2011/04/06 18:06:05.000,Variant 3,3
1270,6,2011/04/06 18:06:22.000,Variant 3,3
1271,1,2012/06/19 16:22:48.000,Variant 4,4
1271,6,2012/06/19 17:46:13.000,Variant 4,4
1274,1,2012/06/07 16:21:58.000,Variant 1,1
1274,8,2012/06/07 16:22:24.000,Variant 1,1
1274,6,2012/06/07 17:22:49.000,Variant 1,1
1276,1,2011/01/11 19:24:57.000,Variant 5,5
1276,1,2011/01/11 19:33:43.000,Variant 5,5
1276,8,2011/01/11 19:33:48.000,Variant 5,5
1276,6,2011/01/18 00:40:13.000,Variant 5,5
1281,1,2012/06/28 15:03:06.000,Variant 6,6
1281,8,2012/06/28 15:03:28.000,Variant 6,6
1281,6,2012/06/28 16:01:26.000,Variant 6,6
1281,6,2012/06/28 16:01:27.000,Variant 6,6
1285,1,2011/01/31 19:42:03.000,Variant 1,1
1285,8,2011/01/31 19:54:35.000,Variant 1,1
1285,6,2011/01/31 19:54:51.000,Variant 1,1
1286,1,2011/03/14 19:46:56.000,Variant 1,1
1286,8,2011/03/14 19:47:27.000,Variant 1,1
1286,6,2011/03/15 00:08:30.000,Variant 1,1
1287,1,2012/05/11 23:26:17.000,Variant 1,1
1287,8,2012/05/14 21:04:33.000,Variant 1,1
1287,6,2012/05/14 23:58:40.000,Variant 1,1
1288,8,2011/04/27 18:30:33.000,Variant 60,60
1288,6,2011/04/28 18:35:57.000,Variant 60,60
1288,8,2011/04/28 18:37:57.000,Variant 60,60
1288,9,2011/04/28 18:38:05.000,Variant 60,60
1288,8,2011/05/03 17:17:47.000,Variant 60,60
1288,6,2011/05/03 17:18:46.000,Variant 60,60
1291,1,2011/03/03 01:02:54.000,Variant 1,1
1291,8,2011/03/03 01:03:12.000,Variant 1,1
1291,6,2011/03/03 01:06:58.000,Variant 1,1
1293,1,2012/02/14 00:11:25.000,Variant 1,1
1293,8,2012/02/14 20:51:06.000,Variant 1,1
1293,6,2012/02/14 22:24:02.000,Variant 1,1
1294,1,2011/09/15 20:26:09.000,Variant 1,1
1294,8,2011/09/20 17:37:07.000,Variant 1,1
1294,6,2011/09/20 23:19:21.000,Variant 1,1
1295,1,2012/04/12 22:57:38.000,Variant 1,1
1295,8,2012/04/12 22:57:47.000,Variant 1,1
1295,6,2012/04/13 15:59:58.000,Variant 1,1
1296,1,2011/11/22 17:08:57.000,Variant 1,1
1296,8,2011/11/23 01:05:16.000,Variant 1,1
1296,6,2011/11/25 22:58:41.000,Variant 1,1
1297,1,2010/12/22 17:22:44.000,Variant 10,10
1297,8,2010/12/28 02:01:15.000,Variant 10,10
1297,8,2011/02/03 22:20:53.000,Variant 10,10
1297,6,2011/02/03 22:45:35.000,Variant 10,10
1300,1,2011/01/17 19:36:18.000,Variant 1,1
1300,8,2011/01/27 20:15:35.000,Variant 1,1
1300,6,2011/01/27 20:23:25.000,Variant 1,1
1302,1,2011/03/08 17:55:21.000,Variant 21,21
1302,8,2011/03/08 17:57:26.000,Variant 21,21
1302,9,2011/03/08 19:39:56.000,Variant 21,21
1302,8,2011/03/18 18:53:33.000,Variant 21,21
1302,6,2011/03/18 18:53:49.000,Variant 21,21
1302,8,2011/03/22 17:10:15.000,Variant 21,21
1302,6,2011/03/28 16:06:13.000,Variant 21,21
1306,1,2011/04/21 20:27:11.000,Variant 1,1
1306,8,2011/04/21 20:32:11.000,Variant 1,1
1306,6,2011/04/22 16:21:01.000,Variant 1,1
1310,1,2010/12/15 17:56:44.000,Variant 3,3
1310,8,2010/12/15 17:57:29.000,Variant 3,3
1310,9,2010/12/15 17:57:43.000,Variant 3,3
1310,8,2011/01/10 17:28:37.000,Variant 3,3
1310,6,2011/01/10 17:28:52.000,Variant 3,3
1311,1,2012/01/24 17:16:57.000,Variant 1,1
1311,8,2012/01/24 17:17:22.000,Variant 1,1
1311,6,2012/01/24 18:27:58.000,Variant 1,1
1312,1,2011/06/20 15:36:15.000,Variant 1,1
1312,8,2011/06/20 15:46:13.000,Variant 1,1
1312,6,2011/06/20 15:52:36.000,Variant 1,1
1316,1,2012/05/16 15:08:15.000,Variant 1,1
1316,8,2012/05/16 15:35:03.000,Variant 1,1
1316,6,2012/05/16 15:48:57.000,Variant 1,1
1320,1,2012/05/02 20:09:26.000,Variant 1,1
1320,8,2012/05/02 21:49:15.000,Variant 1,1
1320,6,2012/05/07 18:20:51.000,Variant 1,1
1321,1,2012/04/18 16:55:20.000,Variant 2,2
1321,8,2012/04/18 20:36:14.000,Variant 2,2
1321,9,2012/04/23 15:20:19.000,Variant 2,2
1321,6,2012/05/11 16:51:18.000,Variant 2,2
1324,1,2011/04/20 22:51:26.000,Variant 8,8
1324,8,2011/04/20 22:51:48.000,Variant 8,8
1324,6,2011/04/26 17:22:16.000,Variant 8,8
1324,8,2011/05/03 18:00:28.000,Variant 8,8
1324,6,2011/05/04 16:47:04.000,Variant 8,8
1325,1,2012/01/11 18:44:33.000,Variant 4,4
1325,6,2012/01/12 23:25:42.000,Variant 4,4
1326,1,2011/10/24 18:09:39.000,Variant 1,1
1326,8,2011/10/24 18:09:49.000,Variant 1,1
1326,6,2011/10/28 21:16:38.000,Variant 1,1
1329,1,2012/03/01 22:23:41.000,Variant 1,1
1329,8,2012/03/02 16:57:34.000,Variant 1,1
1329,6,2012/03/02 23:50:16.000,Variant 1,1
1331,1,2011/12/09 18:38:14.000,Variant 1,1
1331,8,2011/12/09 18:38:22.000,Variant 1,1
1331,6,2011/12/14 18:09:36.000,Variant 1,1
1334,1,2012/02/17 23:33:50.000,Variant 16,16
1334,1,2012/02/17 23:45:57.000,Variant 16,16
1334,8,2012/02/20 17:47:32.000,Variant 16,16
1334,9,2012/02/22 02:00:14.000,Variant 16,16
1334,6,2012/02/22 22:53:23.000,Variant 16,16
1335,1,2011/11/03 19:52:15.000,Variant 1,1
1335,8,2011/11/03 19:52:31.000,Variant 1,1
1335,6,2011/11/04 00:53:26.000,Variant 1,1
1336,1,2012/02/07 20:20:12.000,Variant 6,6
1336,8,2012/02/07 20:20:24.000,Variant 6,6
1336,6,2012/02/09 20:44:03.000,Variant 6,6
1336,6,2012/02/09 20:44:04.000,Variant 6,6
1337,1,2011/09/16 21:19:34.000,Variant 1,1
1337,8,2011/10/11 22:12:12.000,Variant 1,1
1337,6,2011/10/11 22:12:58.000,Variant 1,1
1339,1,2011/06/27 22:21:02.000,Variant 43,43
1339,1,2011/06/27 22:29:27.000,Variant 43,43
1339,8,2011/07/01 22:31:29.000,Variant 43,43
1339,9,2011/07/11 20:47:43.000,Variant 43,43
1339,8,2011/07/12 21:39:57.000,Variant 43,43
1339,9,2011/07/12 21:45:22.000,Variant 43,43
1339,6,2011/07/13 15:32:18.000,Variant 43,43
1341,1,2011/07/13 16:16:30.000,Variant 1,1
1341,8,2011/07/13 22:01:30.000,Variant 1,1
1341,6,2011/07/13 22:02:33.000,Variant 1,1
1342,1,2011/07/29 21:03:29.000,Variant 7,7
1342,6,2011/08/03 16:37:40.000,Variant 7,7
1342,6,2011/08/03 16:37:41.000,Variant 7,7
1343,1,2012/05/29 23:40:26.000,Variant 2,2
1343,8,2012/05/30 22:46:28.000,Variant 2,2
1343,9,2012/05/31 18:43:47.000,Variant 2,2
1343,6,2012/05/31 21:18:43.000,Variant 2,2
1345,1,2011/04/13 23:24:54.000,Variant 61,61
1345,8,2011/04/13 23:25:35.000,Variant 61,61
1345,9,2011/04/20 20:56:05.000,Variant 61,61
1345,8,2011/05/03 15:21:42.000,Variant 61,61
1345,2,2011/05/03 15:25:49.000,Variant 61,61
1345,6,2011/05/18 16:37:33.000,Variant 61,61
1346,1,2011/12/13 17:38:37.000,Variant 2,2
1346,8,2011/12/14 01:11:08.000,Variant 2,2
1346,9,2011/12/15 17:54:06.000,Variant 2,2
1346,6,2012/01/03 01:28:35.000,Variant 2,2
